Entry_Date,Stock,Direction,Strategy,Entry_Price,Exit_Price,Open,High,Low,Close,Resistance_Level,Prev_Open,Prev_High,Prev_Low,Prev_Close,Profit_%,Profit_%_After_Costs,Signal_Strength
2018-04-02,PNBHOUSING.NS,LONG,S1_Resistance_Rejection,1009.96458233494,1016.0267944335938,1030.5761044234082,1040.1948341099494,985.8774419161552,1016.0267944335938,1084.3278409588374,1030.5761955778387,1084.3278409588374,1021.725381428026,1044.6810302734375,0.6002400682842249,0.10024006828422494,6.307313846921123
2018-04-02,NSIL.NS,LONG,S1_Resistance_Rejection,1188.74,1217.75,1213.0,1279.949951171875,1185.050048828125,1217.75,1254.0,1130.3499755859375,1254.0,1106.0,1213.8499755859375,2.440399078015377,1.940399078015377,3.33956059684371
2018-04-02,CERA.NS,LONG,S1_Resistance_Rejection,3195.228311630332,3206.3505859375,3260.437052684012,3326.103172101689,3192.769402657539,3206.3505859375,3327.055878840493,3194.770588776056,3327.055878840493,3185.144535258586,3293.651123046875,0.3480901276032135,-0.1519098723967865,3.010762751689378
2018-04-02,SIS.NS,LONG,S1_Resistance_Rejection,543.8627048334292,561.7775268554688,554.9619437075809,572.5089844225848,541.2812216358984,561.7775268554688,570.030578785325,559.1504541150524,570.030578785325,532.8546714732386,556.0772094726562,3.2939971545808335,2.7939971545808335,2.8440378913451045
2018-04-02,KELLTONTEC.NS,LONG,S1_Resistance_Rejection,12.594758195155313,12.592966079711914,12.851794076689096,12.93143331431675,12.364003508876054,12.592966079711914,13.110622243182634,13.110622243182634,13.110622243182634,12.652696146215469,12.851794242858888,-0.014229057959113575,-0.5142290579591136,1.9741880378292946
2018-04-03,SANDHAR.NS,LONG,S1_Resistance_Rejection,295.78804855326246,314.4676208496094,301.8245393400637,316.4564296055789,289.41819118788004,314.4676208496094,333.1244833728693,327.77366234138043,333.1244833728693,301.3983420992627,305.0918273925781,6.315188320728684,5.815188320728684,10.466789750214145
2018-04-03,J&KBANK.NS,LONG,S1_Resistance_Rejection,55.372563295464865,55.213035583496094,56.50261560761721,57.26680915304328,54.87870204611039,55.213035583496094,59.272817631985774,59.03401306345701,59.03401306345701,56.40709497399607,56.741432189941406,-0.288098838981934,-0.788098838981934,5.094532311838762
2018-04-03,ADFFOODS.NS,LONG,S1_Resistance_Rejection,41.18731619850137,45.414005279541016,42.02787367194018,46.002071990856834,41.08886071350928,45.414005279541016,43.5834069709061,38.888345564645306,43.51700819617466,38.58482705945249,42.56851196289063,10.262113366817125,9.762113366817125,4.839137958119471
2018-04-03,ASHOKA.NS,LONG,S1_Resistance_Rejection,165.9466616821289,175.63333129882812,169.3333282470703,188.0,165.43333435058594,175.63333129882812,176.3333282470703,166.6666717529297,176.3333282470703,166.6666717529297,170.76666259765625,5.837218729506021,5.337218729506021,4.80910692573284
2018-04-03,NAVKARCORP.NS,LONG,S1_Resistance_Rejection,166.2080059814453,175.64999389648438,169.60000610351562,178.0,165.25,175.64999389648438,177.0,162.25,177.0,156.5500030517578,170.60000610351562,5.680826178790172,5.180826178790172,4.76695396244477
2018-04-04,KIRLOSIND.NS,LONG,S1_Resistance_Rejection,1088.5400246633692,1119.0743408203125,1110.7551272075195,1124.468153469341,1060.976886515866,1119.0743408203125,1174.7492209886514,1029.3910469861537,1163.2301894465354,1029.3910469861537,1124.468017578125,2.8050705959467166,2.3050705959467166,6.666968758738359
2018-04-04,ANDHRSUGAR.NS,LONG,S1_Resistance_Rejection,68.3248884542957,67.9757080078125,69.7192739329548,71.39216341723007,67.22958170511438,67.9757080078125,71.92623386153129,70.03343167149013,71.35289100755173,67.56730026833789,70.59891510009766,-0.5110589338419174,-1.0110589338419174,4.314335563183882
2018-04-04,NESCO.NS,LONG,S1_Resistance_Rejection,522.7614318064524,522.6580200195312,533.4300324555637,548.6066361528074,518.9716213626299,522.6580200195312,547.6491612391815,534.6268821943606,544.8244099041253,526.5359513315567,539.60595703125,-0.019781831755219442,-0.5197818317552194,3.7409186911553434
2018-04-04,SCHNEIDER.NS,LONG,S1_Resistance_Rejection,117.64900299072264,118.0999984741211,120.0500030517578,122.1999969482422,116.6999969482422,118.0999984741211,123.3000030517578,113.25,123.3000030517578,113.0,120.8000030517578,0.38333982603662337,-0.11666017396337663,3.256708372587054
2018-04-04,JAYBARMARU.NS,LONG,S1_Resistance_Rejection,88.8788649163044,86.71200561523438,90.69271930235142,92.64552494616058,83.67013996885149,86.71200561523438,93.43416518290344,85.58540120120696,93.43416518290344,83.59504053507088,90.9086685180664,-2.4379916452696726,-2.9379916452696726,3.1716388620851204
2018-04-05,PARACABLES.NS,LONG,S1_Resistance_Rejection,14.111999626159665,14.350000381469728,14.399999618530272,14.75,14.100000381469728,14.350000381469728,14.899999618530272,14.800000190734863,14.899999618530272,14.149999618530272,14.449999809265137,1.68651333343913,1.18651333343913,3.7017268696768224
2018-04-05,GANECOS.NS,LONG,S1_Resistance_Rejection,344.740590695249,360.28057861328125,351.77611295433576,364.9194021940335,343.1266610172937,360.28057861328125,355.54514853288447,350.8097066012764,355.54514853288447,347.91045282771216,351.8727722167969,4.507733738777979,4.007733738777979,1.0875422310715157
2018-04-05,RELAXO.NS,LONG,S1_Resistance_Rejection,326.178997408798,331.687255859375,332.8357116416306,338.6513685910457,325.2362823106595,331.687255859375,334.7660846093294,324.50318274539376,334.7660846093294,321.5464955550487,333.8375244140625,1.6887226014964796,1.1887226014964796,0.8767232974444434
2018-04-06,DSSL.NS,LONG,S1_Resistance_Rejection,36.635669774865356,38.34065628051758,37.38333650496465,39.25011079766988,35.99522210003589,38.34065628051758,39.345839472069294,38.86718441901538,38.96291859507217,36.56961897193365,38.19706344604492,4.653897461489739,4.153897461489739,7.1181674340110765
2018-04-06,SERVOTECH.NS,LONG,S1_Resistance_Rejection,7.486726719941307,7.964196681976318,7.639517061164598,7.964196681976318,7.477177250758738,7.964196681976318,7.983294119215873,7.983294119215873,7.983294119215873,7.830503940582275,7.830503940582275,6.3775529666822806,5.8775529666822806,6.745216939489594
2018-04-06,WENDT.NS,LONG,S1_Resistance_Rejection,3051.4084532734564,3058.5322265625,3113.6820951769964,3148.593076244132,3039.1424328985167,3058.5322265625,3283.519899066281,3170.295074960547,3283.519899066281,3118.400363912086,3138.92236328125,0.23345852900818376,-0.26654147099181624,5.976537244159236
2018-04-06,SANGHVIMOV.NS,LONG,S1_Resistance_Rejection,103.32971124835949,107.12256622314452,105.43848086567294,107.85477789582282,101.11842901749414,107.12256622314452,109.83174758718428,95.5780289455581,109.83174758718428,94.7481905645878,106.292724609375,3.67063347895037,3.17063347895037,4.803668047268231
2018-04-06,JAYBARMARU.NS,LONG,S1_Resistance_Rejection,88.14281737610742,90.49556732177734,89.94165038378308,92.0071133280513,87.51942057912565,90.49556732177734,93.43416518290344,88.62725825987098,92.57041724510135,88.62725825987098,90.46739959716795,2.6692474959481833,2.1692474959481833,4.31908959064009
2018-04-09,GOODLUCK.NS,LONG,S1_Resistance_Rejection,85.33211095964363,89.06800842285156,87.07358261188125,89.89496275085554,85.12780422949284,89.06800842285156,89.505803610289,86.58713610125783,89.505803610289,85.41967206666749,87.31680297851562,4.378067554164648,3.878067554164648,2.995938479291149
2018-04-09,GLOBUSSPR.NS,LONG,S1_Resistance_Rejection,124.8927410274367,138.1760711669922,127.44157247697622,139.303447898615,123.61832380681764,138.1760711669922,129.64728114181042,126.11812421617924,129.64728114181042,121.06948371276816,128.76499938964844,10.635790383235626,10.135790383235626,2.729099679424228
2018-04-09,KAMDHENU.NS,LONG,S1_Resistance_Rejection,12.706588146209565,12.863851547241213,12.965906271642414,13.018177576747156,11.67404475466956,12.863851547241213,13.32185109170742,12.644808497854196,13.192418168134392,12.644808497854196,12.965907096862791,1.2376524620305709,0.7376524620305709,2.671893459019011
2018-04-09,ICICIGI.NS,LONG,S1_Resistance_Rejection,737.1865566846614,730.0731811523438,752.2311802904708,758.8880933903864,703.7308134196566,730.0731811523438,765.2597285580504,751.2801993164644,765.2597285580504,743.9575832333787,758.4601440429688,-0.9649356011466742,-1.4649356011466743,2.523764660768151
2018-04-09,VSTIND.NS,LONG,S1_Resistance_Rejection,214.9539762957816,216.69058227539065,219.34079213855264,222.47921580652127,214.493678684164,216.69058227539065,223.0441410159374,221.7782890817099,222.2385955620697,217.6669498773693,221.12619018554688,0.8078966528255599,0.3078966528255599,2.467777298599815
2018-04-10,REFEX.NS,LONG,S1_Resistance_Rejection,3.2894735078130206,3.3185698986053467,3.356605620217368,3.4992367675398373,3.2710261828311906,3.3185698986053467,3.660886498058544,3.6513775682110015,3.660886498058544,3.2805349216017854,3.3946402072906494,0.8845303275195112,0.3845303275195112,9.432102578598643
2018-04-10,LEMONTREE.NS,LONG,S1_Resistance_Rejection,68.45299850463867,66.8499984741211,69.8499984741211,71.5,65.4000015258789,66.8499984741211,73.9000015258789,61.59999847412109,73.9000015258789,57.25,71.6500015258789,-2.3417528311911,-2.8417528311911,7.992599254926695
2018-04-10,TANLA.NS,LONG,S1_Resistance_Rejection,34.88009835104939,34.15901565551758,35.59193709290754,35.96172486293739,33.83545047510208,34.15901565551758,37.34841464284213,36.1003838669206,37.34841464284213,35.499483294712455,36.1466064453125,-2.067318412564391,-2.567318412564391,6.2374498640771066
2018-04-10,WANBURY.NS,LONG,S1_Resistance_Rejection,35.28,35.54999923706055,36.0,37.0,35.20000076293945,35.54999923706055,37.400001525878906,37.400001525878906,37.400001525878906,36.0,36.900001525878906,0.7653039599221817,0.2653039599221817,6.182347859747235
2018-04-10,EIMCOELECO.NS,LONG,S1_Resistance_Rejection,426.08527747950455,436.4456481933594,434.78089538724953,453.1857816926734,421.3702957249153,436.4456481933594,448.5614768297528,426.3645929336548,444.8619722366333,426.3645929336548,443.9371032714844,2.431525157391333,1.931525157391333,5.134673456042049
2018-04-11,MICEL.NS,LONG,S1_Resistance_Rejection,24.696000747680664,23.799999237060547,25.200000762939453,26.799999237060547,23.799999237060547,23.799999237060547,29.600000381469727,27.200000762939453,29.600000381469727,24.799999237060547,26.39999961853028,-3.6281239208508906,-4.128123920850891,19.4103136607963
2018-04-11,JAYNECOIND.NS,LONG,S1_Resistance_Rejection,7.84,7.900000095367432,8.0,8.149999618530273,7.75,7.900000095367432,8.649999618530273,8.350000381469727,8.649999618530273,8.050000190734863,8.149999618530273,0.7653073388703034,0.26530733887030344,9.354932991470445
2018-04-11,KDDL.NS,LONG,S1_Resistance_Rejection,465.5205342021645,458.03564453125,475.0209532675148,477.8597320100446,444.7880591877826,458.03564453125,514.7163165816933,512.8711224220821,514.7163165816933,463.1453440773131,476.1563720703125,-1.6078538154589797,-2.10785381545898,7.950540700675721
2018-04-11,UTTAMSUGAR.NS,LONG,S1_Resistance_Rejection,98.86324475727491,97.58283233642578,100.8808619972193,102.3843778045236,97.0008288434801,97.58283233642578,107.18591204313287,97.9708336321848,107.18591204313287,97.0008253784008,101.2203598022461,-1.2951349351245238,-1.7951349351245238,6.217754240455174
2018-04-11,SWELECTES.NS,LONG,S1_Resistance_Rejection,247.15376967678168,252.2596740722656,252.1977241599813,255.91562658806288,246.00120120294903,252.2596740722656,264.28083045187566,255.8846172840589,262.9796123607458,249.3163382761966,254.98614501953125,2.0658816582734008,1.5658816582734008,5.665628446342112
2018-04-12,BPCL.NS,LONG,S1_Resistance_Rejection,123.99072306870161,127.94221496582033,126.52114598847103,129.34800734207818,122.9913931099221,127.94221496582033,138.89821954636193,136.5908840414896,137.8285871355497,126.8573112221854,127.5296401977539,3.1869254403244707,2.6869254403244707,9.701686334568983
2018-04-12,FMGOETZE.NS,LONG,S1_Resistance_Rejection,457.905,453.7000122070313,467.25,469.7000122070313,447.8500061035156,453.7000122070313,505.0,500.0,505.0,465.5,470.1499938964844,-0.9183100846176971,-1.4183100846176973,8.092070652293105
2018-04-12,WANBURY.NS,LONG,S1_Resistance_Rejection,34.006000747680666,34.75,34.70000076293945,35.0,34.0,34.75,37.400001525878906,35.54999923706055,37.150001525878906,34.54999923706055,34.75,2.187846956305432,1.6878469563054321,7.3631357788829765
2018-04-12,BAJAJHIND.NS,LONG,S1_Resistance_Rejection,9.604000186920166,9.699999809265137,9.800000190734863,9.899999618530272,9.600000381469728,9.699999809265137,10.300000190734863,10.149999618530272,10.25,9.800000190734863,9.850000381469728,0.9995795551494722,0.49957955514947217,5.361984972079522
2018-04-12,PNBHOUSING.NS,LONG,S1_Resistance_Rejection,1045.768913296333,1080.084228515625,1067.1111360166665,1087.156778566849,1042.700545449423,1080.084228515625,1106.5559174059506,1095.2397121445492,1101.7868954133492,1079.0737995859972,1084.69140625,3.281347799020704,2.781347799020704,5.185406583713197
2018-04-13,ORISSAMINE.NS,LONG,S1_Resistance_Rejection,1709.12,1706.75,1744.0,1774.0,1700.0,1706.75,1901.4000244140625,1589.8499755859375,1901.4000244140625,1586.550048828125,1745.550048828125,-0.13866785246207938,-0.6386678524620794,8.366912065433793
2018-04-13,REMSONSIND.NS,LONG,S1_Resistance_Rejection,17.738413074835947,17.625808715820312,18.10042150493464,18.94727909678473,17.355930124459857,17.625808715820312,19.52425529672752,19.52425529672752,19.52425529672752,18.05388720557746,18.21209144592285,-0.6348051459878165,-1.1348051459878166,7.905804458408462
