Entry_Date,Stock,Direction,Strategy,Entry_Price,Exit_Price,Open,High,Low,Close,Support_Level,Prev_Open,Prev_High,Prev_Low,Prev_Close,Profit_%,Profit_%_After_Costs,Signal_Strength
2018-04-02,ELECTCAST.NS,SHORT,S1_Support_Bounce,24.441189023559698,26.64459609985352,23.961950023097742,26.64459609985352,23.50726407098769,26.64459609985352,22.2341423034668,23.18898204689628,23.18898204689628,22.2341423034668,22.2341423034668,-9.015138642272607,-9.515138642272607,15.541932727142239
2018-04-02,USHAMART.NS,SHORT,S1_Support_Bounce,18.581498536236523,19.51494598388672,18.217155427682865,20.13981027668004,17.83262299101419,19.51494598388672,17.255828195617912,18.265220799064465,18.361353906829475,17.35195902567663,17.5922908782959,-5.023531583471818,-5.523531583471818,9.122951791460391
2018-04-02,MINDTECK.NS,SHORT,S1_Support_Bounce,40.9620903130681,41.60909271240234,40.15891207163539,41.646277740668026,38.74591291297465,41.60909271240234,37.92786067115834,40.23327927070174,40.23327927070174,37.92786067115834,38.93183517456055,-1.5795150940522709,-2.0795150940522706,9.034214868029613
2018-04-02,FOSECOIND.NS,SHORT,S1_Support_Bounce,1410.4452846713941,1404.227783203125,1382.7894947758766,1424.5736103583138,1345.4660126917352,1404.227783203125,1295.398023774027,1350.017918723392,1390.982724079125,1302.8173818883374,1358.6204833984375,0.4408183384240726,-0.05918166157592741,8.525240289962436
2018-04-02,SEQUENT.NS,SHORT,S1_Support_Bounce,67.75447218643598,62.3486557006836,66.42595312395684,68.25224488802174,61.754050933529776,62.3486557006836,62.22124790480667,69.99359563298341,70.92797084141414,62.22124790480667,65.53404998779297,7.978538259256908,7.478538259256908,8.11864445297021
2018-04-03,RPGLIFE.NS,SHORT,S1_Support_Bounce,374.98109441869855,383.3648071289063,367.6285239399005,396.3214819059415,364.0419041941453,383.3648071289063,339.47361569596137,347.9021488786029,357.9895178860366,342.29805498558414,356.1065368652344,-2.2357694387777927,-2.7357694387777927,11.529240526462115
2018-04-03,RAMCOSYS.NS,SHORT,S1_Support_Bounce,395.35200622558597,404.7000122070313,387.6000061035156,407.4500122070313,383.6000061035156,404.7000122070313,353.0,362.25,389.75,355.04998779296875,385.3999938964844,-2.364476677553879,-2.864476677553879,10.372540117751106
2018-04-03,THANGAMAYL.NS,SHORT,S1_Support_Bounce,242.08723703133637,243.79039001464844,237.34042846209448,247.02684479885684,236.42228367113864,243.79039001464844,220.3547303734756,225.45043631531752,235.2745819091797,220.3547303734756,235.2745819091797,-0.7035286139812507,-1.2035286139812507,8.58640053068522
2018-04-03,BPL.NS,SHORT,S1_Support_Bounce,76.5,77.94999694824219,75.0,78.5,73.69999694824219,77.94999694824219,69.4000015258789,71.25,75.1500015258789,69.80000305175781,74.69999694824219,-1.8954208473754084,-2.3954208473754086,8.47077241650428
2018-04-03,REFEX.NS,SHORT,S1_Support_Bounce,3.084273324370177,3.147411584854126,3.0237973768335067,3.147411584854126,3.004779518294717,3.147411584854126,2.805095312550579,2.957236335508427,3.0047800540924072,2.805095312550579,3.0047800540924072,-2.047103283132085,-2.547103283132085,8.429502434361591
2018-04-04,DELTACORP.NS,SHORT,S1_Support_Bounce,266.7718016642745,259.1063232421875,261.5409820237985,269.12595747421835,255.8756765538321,259.1063232421875,223.803471104124,224.6462399660726,261.72832708620354,223.803471104124,259.0127258300781,2.8734215439058337,2.3734215439058337,17.838009794174038
2018-04-04,SJVN.NS,SHORT,S1_Support_Bounce,23.94357538754747,22.934459686279297,23.4740935172034,23.946274084203385,22.76582395329195,22.934459686279297,21.9226424937554,22.29363846059353,22.765818923266966,22.12500276486563,22.597183227539062,4.214557287016504,3.714557287016504,10.95755206863529
2018-04-04,INSECTICID.NS,SHORT,S1_Support_Bounce,482.3085462518874,476.5621643066406,472.8515159332229,488.14192458737074,468.8209744855857,476.5621643066406,438.27213778235335,443.9340439835107,471.95580313744966,442.2066566136398,462.647216796875,1.1914327436042746,0.6914327436042746,10.095565908799529
2018-04-04,5PAISA.NS,SHORT,S1_Support_Bounce,217.01229949951173,211.0541229248047,212.7571563720703,217.6229553222656,207.4047698974609,211.0541229248047,197.6731719970703,206.7965545654297,210.44590759277344,199.4978485107422,209.3206787109375,2.745547873760236,2.245547873760236,9.272498331560424
2018-04-04,GOODLUCK.NS,SHORT,S1_Support_Bounce,84.25025345569078,83.37659454345703,82.59828770165763,85.90611219133115,79.8741951989724,83.37659454345703,76.85823721509921,80.74979352978777,82.69557168713206,76.85823721509921,82.54963684082031,1.0369807524593722,0.5369807524593722,7.527296116374226
2018-04-05,ADANIENT.NS,SHORT,S1_Support_Bounce,85.70373402729662,93.40481567382812,84.02326865421237,96.62676270837652,79.75893251441639,93.40481567382812,78.92229372065425,87.15789807258963,89.2771567232736,78.92229372065425,81.25616455078125,-8.985701421222455,-9.485701421222455,9.868695954988896
2018-04-05,MIDHANI.NS,SHORT,S1_Support_Bounce,84.5023657721281,81.1630859375,82.84545663934128,84.93705714742343,80.48104319852942,81.1630859375,78.25305536747983,79.11697356798261,82.75453557110825,78.25305536747983,81.89061737060547,3.9516998182428575,3.4516998182428575,7.034647757251916
2018-04-05,HSCL.NS,SHORT,S1_Support_Bounce,147.4496229006892,145.44500732421875,144.5584538242051,150.12407141733613,143.17936726175805,145.44500732421875,138.45104624652916,150.27183969287674,151.15839318898634,138.45104624652916,140.91371154785156,1.3595257397305196,0.8595257397305196,6.997746220891074
2018-04-05,TPLPLASTEH.NS,SHORT,S1_Support_Bounce,33.03693377632212,32.05560302734375,32.38915076110012,33.266905487976885,31.77472178261267,32.05560302734375,31.33584493211472,32.18726809551249,33.34590755473032,31.423622328900503,31.787891387939453,2.9704050491565335,2.4704050491565335,5.252817880579498
2018-04-05,OLECTRA.NS,SHORT,S1_Support_Bounce,183.33209491198573,177.49063110351562,179.7373479529272,183.73151124077003,175.7431846650844,177.49063110351562,173.74613063487416,186.2278928931266,187.6258441714404,173.74613063487416,176.84161376953125,3.186274509803908,2.686274509803908,5.085732706546633
2018-04-06,SEQUENT.NS,SHORT,S1_Support_Bounce,67.94857531895865,69.1535415649414,66.61625031270455,69.65104905821437,63.680959138938846,69.1535415649414,58.86596744872533,60.60731189694447,63.96258738265883,58.86596744872533,61.541690826416016,-1.7733502730947721,-2.2733502730947723,21.411708778275006
2018-04-06,STAR.NS,SHORT,S1_Support_Bounce,606.5318158584565,624.0654296875,594.6390351553496,634.8300529464819,589.5622520606563,624.0654296875,563.0443436501331,610.9946968592736,620.5935009897954,563.0443436501331,572.9061279296875,-2.8907986968873556,-3.3907986968873556,9.404853716623759
2018-04-06,GRAPHITE.NS,SHORT,S1_Support_Bounce,577.1322313182883,572.7694091796875,565.8159130571454,597.6033239030525,561.2861973108556,572.7694091796875,545.2334174534548,556.2795595371845,572.1732612382468,545.2334174534548,555.325927734375,0.7559484467944566,0.2559484467944566,5.663966042060414
2018-04-06,KIRLOSENG.NS,SHORT,S1_Support_Bounce,290.6555040665326,291.6531677246094,284.9563765358163,293.6278474462529,281.60799404202027,291.6531677246094,277.315226206378,282.03729721566145,286.41596369121373,279.2469738794334,281.0499572753906,-0.34324609171976656,-0.8432460917197666,4.145340056759976
2018-04-06,JINDWORLD.NS,SHORT,S1_Support_Bounce,24.8460061711682,24.197816848754883,24.358829579576664,25.022764913507224,24.05270558008175,24.197816848754883,23.85392329409077,25.046619457333826,25.245401007977765,23.933435569917894,24.19384002685547,2.6088270201167694,2.1088270201167694,2.798607896006094
